id,text,label,language,theme,pii_flag,synthetic_style
sms_00050,PayLib: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://validation-compte-fr[.]com/secure/2y8fv2bc,phishing,fr,account_verification,True,advanced_curated
sms_00051,PayLib: Nouvelle politique de sécurité. Mise à jour nécessaire: hxxps://telepaiement-info[.]net/dossier/5861,phishing,fr,account_verification,True,advanced_curated
sms_00052,Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00053,"Dernière étape pour conserver vos droits santé: hxxps://telepaiement-info[.]net/suivi/5kb3p Sans réponse, votre dossier sera suspendu. Urgent.",phishing,fr,vitale_renewal,True,advanced_curated
sms_00054,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00055,Votre colis sera livré aujourd'hui entre 18h et 18h.,ham,fr,legit_delivery,False,advanced_curated
sms_00056,Code temporaire 139619 valable 10 minutes.,ham,fr,otp_security,True,advanced_curated
sms_00057,"Merci encore pour hier, c'était top 😊",ham,fr,personal_chat,False,advanced_curated
sms_00058,Votre commande a ete expediee.,ham,fr,legit_delivery,False,advanced_curated
sms_00059,FranceServices: Dernière relance avant blocage temporaire des paiements: hxxps://telepaiement-info[.]net/dossier/n1puk,phishing,fr,benefits_update,True,advanced_curated
sms_00060,On mange ensemble ce midi ? Urgent.,ham,fr,personal_chat,False,advanced_curated
sms_00061,On mange ensemble ce midi ?,ham,fr,personal_chat,False,advanced_curated
sms_00062,Connexion inhabituelle detectee. Verifiez v0tre identite: hxxps://service-aides-france[.]com/secure/jdsrr2ku2n Action requise aujourd'hui.,phishing,fr,account_verification,True,advanced_curated
sms_00063,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00064,On se retrouve à 19h15 devant le cinéma ?,ham,fr,personal_chat,False,advanced_curated
sms_00065,AMELI: Validation carte Vitale requise sous 24h: hxxps://secure-remboursement[.]com/maj/hg4bc2 Merci.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00066,On fait un point rapide demain matin ?,ham,fr,work,False,advanced_curated
sms_00067,"Virement de 259,99€ reçu sur votre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00068,Tu as bien récupéré les clés ?,ham,fr,personal_chat,False,advanced_curated
sms_00069,Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://regul-facture-energie[.]com/confirm/u7hwlw,phishing,fr,parcel_delivery,True,advanced_curated
sms_00070,"ALERTE CB: Achat suspect de 129,5€ détecté. Si vous n'êtes pas à l'origine, appelez immédiatement le [PHONE]. Merci de régulariser avant minuit.",phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00071,"Merci encore pour hier, c'etait top 😊",ham,fr,personal_chat,False,advanced_curated
sms_00072,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00073,Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE]. Délai très court. Merci de votre réactivité.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00074,Droits: Mise à jour obligatoire de votre espace bénéficiaire: hxxps://espace-client-verif[.]net/remboursement/q7xolx,phishing,fr,benefits_update,True,advanced_curated
sms_00075,"Retrait de 6,8€ confirmé. Urgent.",ham,fr,bank_legit,True,advanced_curated
sms_00076,Virement inhabituel repéré. Opposition urgente au [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00077,Droits: Suspension de versement évitable avant minuit: hxxps://secure-remboursement[.]com/remboursement/regb1aj,phishing,fr,benefits_update,True,advanced_curated
sms_00078,CAF: SUSPENSION DE VERSEMENT ÉVITABLE AVANT MINUIT: HXXPS://SERVICE-AIDES-FRANCE[.]COM/CONFIRM/CM45,phishing,fr,benefits_update,False,advanced_curated
sms_00079,Compte: Réinitialisation de sécurité requise. Continuez ici: hxxps://validation-compte-fr[.]com/maj/iuinxs,phishing,fr,account_verification,True,advanced_curated
sms_00080,FranceServices: Suspension de versement évitable avant minuit: hxxps://telepaiement-info[.]net/paiement/x54rjsxfoh,phishing,fr,benefits_update,True,advanced_curated
sms_00081,Peux-tu m'envoyer le fichier avant 17h ?,ham,fr,work,False,advanced_curated
sms_00082,Le livreur a déposé votre colis au gardien. Merci.,ham,fr,legit_delivery,False,advanced_curated
sms_00083,"Retrait de 2,99€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00084,SOSCARTES: Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00085,SOSCARTES: Débit en cours sur votre carte. Service opposition: [PHONE]. Délai très court.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00086,Votre commande a ete expediee.,ham,fr,legit_delivery,False,advanced_curated
sms_00087,AMENDE: Amende majorée en attente. Paiement sous 48h: hxxps://service-aides-france[.]com/remboursement/ah7u0s3kdz Merci de régulariser avant minuit.,phishing,fr,fine_toll,True,advanced_curated
sms_00088,On passe dimanche pour le déjeuner.,ham,fr,family,False,advanced_curated
sms_00089,"Virement de 1,95€ reçu sur v0tre compte.",ham,fr,bank_legit,True,advanced_curated
sms_00090,AMENDE: Dernier rappel avant majoration automatique: hxxps://maj-dossier-sante[.]fr/dossier/06iaj8jr7 Merci.,phishing,fr,fine_toll,True,advanced_curated
sms_00091,Votre colis ne rentre pas dans la boîte aux lettres. Reprogrammez la livraison: hxxps://suivi-colis-fr[.]com/paiement/4g9kxjo4u1 Délai très court.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00092,"Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://regul-facture-energie[.]com/suivi/casw22fiwk Merci de régulariser avant minuit.",phishing,fr,account_verification,True,advanced_curated
sms_00093,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00094,AMENDE: Dernier rappel avant majoration automatique: hxxps://regul-facture-energie[.]com/secure/hzx9f Merci de régulariser avant minuit.,phishing,fr,fine_toll,True,advanced_curated
sms_00095,"Facture: Facture corrigée, remboursement en attente de validation: hxxps://suivi-colis-fr[.]com/maj/w4vnzvzn Délai très court. Merci de votre réactivité.",phishing,fr,edf_refund,True,advanced_curated
sms_00096,Code de connexion: 835172. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00097,CAF: Suspension de versement evitable avant minuit: hxxps://telepaiement-info[.]net/dossier/9pf16o8b,phishing,fr,benefits_update,True,advanced_curated
sms_00098,SantéFR: Validation carte Vitale requise sous 24h: hxxps://service-aides-france[.]com/remboursement/hvdq0 Merci.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00099,Dossier Assurance Maladie incomplet. Complétez vos informations: hxxps://regul-facture-energie[.]com/suivi/qv5y21id9,phishing,fr,vitale_renewal,True,advanced_curated
sms_00100,Droits: Mise à jour obligatoire de votre espace bénéficiaire: hxxps://regul-facture-energie[.]com/remboursement/4j1ri Merci de régulariser avant minuit. Urgent.,phishing,fr,benefits_update,True,advanced_curated
sms_00101,LIVRAISON: Dernier rappel livraison. Confirmez vos coordonnées: hxxps://telepaiement-info[.]net/suivi/uymtgr Délai très court.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00102,Colis en attente au point relais. Validation nécessaire: hxxps://maj-dossier-sante[.]fr/dossier/a51gzf Merci de régulariser avant minuit.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00103,Votre commande a été expédiée. Merci.,ham,fr,legit_delivery,False,advanced_curated
sms_00104,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00105,Ulys: Amende majorée en attente. Paiement sous 48h: hxxps://maj-dossier-sante[.]fr/confirm/0j3ok Délai très court. Urgent.,phishing,fr,fine_toll,True,advanced_curated
sms_00106,Peux-tu m'envoyer le fichier avant 17h ? Merci.,ham,fr,work,False,advanced_curated
sms_00107,"Frais de relivraison de 2,99€ à régler avant 23h59: hxxps://espace-client-verif[.]net/maj/yrbzp Merci de régulariser avant minuit.",phishing,fr,parcel_delivery,True,advanced_curated
sms_00108,Je t'appelle après la réunion. Merci de votre réactivité.,ham,fr,personal_chat,False,advanced_curated
sms_00109,"CHRONO: Frais de relivraison de 1,95€ à régler avant 23h59: hxxps://secure-remboursement[.]com/remboursement/s67jqoq0wt",phishing,fr,parcel_delivery,True,advanced_curated
sms_00110,EnergieFR: Avoir disponible suite à votre dernière facture. Activez le versement: hxxps://suivi-colis-fr[.]com/remboursement/5k945y9k,phishing,fr,edf_refund,True,advanced_curated
sms_00111,Dernier rappel avant majoration automatique: hxxps://secure-remboursement[.]com/paiement/4o94d Merci.,phishing,fr,fine_toll,True,advanced_curated
sms_00112,"Retrait de 49,9€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00113,ServiceFraude: Virement inhabituel repéré. Opposition urgente au [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00114,Le livreur a déposé votre colis au gardien. Merci de votre réactivité.,ham,fr,legit_delivery,False,advanced_curated
sms_00115,Nouvelle politique de sécurité. Mise à jour nécessaire: hxxps://validation-compte-fr[.]com/secure/qtty5,phishing,fr,account_verification,True,advanced_curated
sms_00116,Péage: Avis de contravention disponible. Consultez votre dossier: hxxps://service-aides-france[.]com/suivi/aeelsx52gw Délai très court.,phishing,fr,fine_toll,True,advanced_curated
sms_00117,"Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://secure-remboursement[.]com/suivi/npjdn2mifd Merci.",phishing,fr,account_verification,True,advanced_curated
sms_00118,"Facture: Un trop-perçu de 259,99€ est disponible. Confirmez votre remboursement: hxxps://secure-remboursement[.]com/maj/1tfxdtum",phishing,fr,edf_refund,True,advanced_curated
sms_00119,Un passage de peage reste impaye. Reglez maintenant: hxxps://telepaiement-info[.]net/remboursement/05g00r5,phishing,fr,fine_toll,True,advanced_curated
sms_00120,Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://maj-dossier-sante[.]fr/dossier/m9q11zod,phishing,fr,account_verification,True,advanced_curated
sms_00121,On mange ensemble ce midi ? Urgent.,ham,fr,personal_chat,False,advanced_curated
sms_00122,PayLib: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://suivi-colis-fr[.]com/maj/guwdf Merci.,phishing,fr,account_verification,True,advanced_curated
sms_00123,Peux-tu m'envoyer le fichier avant 17h ?,ham,fr,work,False,advanced_curated
sms_00124,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00125,Votre code de vérification est 417472. Urgent.,ham,fr,otp_security,True,advanced_curated
sms_00126,On fait un point rapide demain matin ?,ham,fr,work,False,advanced_curated
sms_00127,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00128,RelaisColis: Colis en attente au point relais. Validation necessaire: hxxps://maj-dossier-sante[.]fr/secure/vccmtpkq,phishing,fr,parcel_delivery,True,advanced_curated
sms_00129,Code temporaire 898306 valable 10 minutes. Urgent.,ham,fr,otp_security,True,advanced_curated
sms_00130,ServiceFraude: Virement inhabituel repéré. Opposition urgente au [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00131,Tu peux venir me chercher à la gare ?,ham,fr,family,False,advanced_curated
sms_00132,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00133,"Prélèvement SEPA de 1,49€ enregistré. Merci.",ham,fr,bank_legit,True,advanced_curated
sms_00134,Votre colis sera livré aujourd'hui entre 16h et 15h.,ham,fr,legit_delivery,False,advanced_curated
sms_00135,Ulys: Amende majorée en attente. Paiement sous 48h: hxxps://validation-compte-fr[.]com/remboursement/6jqvlw2v8m,phishing,fr,fine_toll,True,advanced_curated
sms_00136,"Prélèvement SEPA de 1,95€ enregistré.",ham,fr,bank_legit,True,advanced_curated
sms_00137,Code de connexion: 655205. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00138,"Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://maj-dossier-sante[.]fr/confirm/hpzrv7vsyj Délai très court.",phishing,fr,account_verification,True,advanced_curated
sms_00139,AMENDE: Amende majorée en attente. Paiement sous 48h: hxxps://maj-dossier-sante[.]fr/dossier/r1yxr2d,phishing,fr,fine_toll,True,advanced_curated
sms_00140,Régularisation EDF effectuée. Choisissez votre mode de restitution: hxxps://secure-remboursement[.]com/dossier/5c7qx,phishing,fr,edf_refund,True,advanced_curated
sms_00141,"Frais de relivraison de 12,4€ à régler avant 23h59: hxxps://maj-dossier-sante[.]fr/confirm/36we7gj Merci de régulariser avant minuit.",phishing,fr,parcel_delivery,True,advanced_curated
sms_00142,Confirm: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://regul-facture-energie[.]com/remboursement/vrgss8k Merci.,phishing,fr,account_verification,True,advanced_curated
sms_00143,La réunion est décalée à 12h10.,ham,fr,work,False,advanced_curated
sms_00144,Le livreur a déposé votre colis au gardien.,ham,fr,legit_delivery,False,advanced_curated
sms_00145,FranceServices: Dernière relance avant blocage temporaire des paiements: hxxps://service-aides-france[.]com/maj/vd7x1,phishing,fr,benefits_update,True,advanced_curated
sms_00146,Dernière relance avant blocage temporaire des paiements: hxxps://service-aides-france[.]com/maj/r513b,phishing,fr,benefits_update,True,advanced_curated
sms_00147,Dernière relance avant blocage temporaire des paiements: hxxps://maj-dossier-sante[.]fr/secure/xx3dpxa,phishing,fr,benefits_update,True,advanced_curated
sms_00148,"Un trop-perçu de 1,49€ est disponible. Confirmez votre remboursement: hxxps://service-aides-france[.]com/suivi/dxbdehh",phishing,fr,edf_refund,True,advanced_curated
sms_00149,Sécurité: Votre compte sera limité sous 12h sans validation: hxxps://espace-client-verif[.]net/confirm/qsx502up Urgent.,phishing,fr,account_verification,True,advanced_curated
sms_00150,"Merci encore pour hier, c'était top 😊",ham,fr,personal_chat,False,advanced_curated
sms_00151,Nouvelle carte disponible. Confirmez l'adresse d'envoi: hxxps://espace-client-verif[.]net/suivi/t57muc Merci de régulariser avant minuit.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00152,Point relais confirmé. Retrait possible dès demain. Merci de votre réactivité.,ham,fr,legit_delivery,False,advanced_curated
sms_00153,Suspension de versement évitable avant minuit: hxxps://telepaiement-info[.]net/suivi/ambhw,phishing,fr,benefits_update,True,advanced_curated
sms_00154,Péage: Un passage de péage reste impayé. Réglez maintenant: hxxps://telepaiement-info[.]net/paiement/3cmue,phishing,fr,fine_toll,True,advanced_curated
sms_00155,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00156,Colis en attente au point relais. Validation nécessaire: hxxps://service-aides-france[.]com/secure/ayybgr,phishing,fr,parcel_delivery,True,advanced_curated
sms_00157,Opposition: Paiement refusè puis nouvelle tentative observèe. Contact anti-fraude: [PHONE].,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00158,Code temporaire 536393 valable 10 minutes.,ham,fr,otp_security,True,advanced_curated
sms_00159,Votre remboursement énergie expire aujourd'hui: hxxps://secure-remboursement[.]com/paiement/oxie0r Merci de régulariser avant minuit. Urgent.,phishing,fr,edf_refund,True,advanced_curated
sms_00160,ANTAI: Amende majorée en attente. Paiement sous 48h: hxxps://suivi-colis-fr[.]com/dossier/gumd Merci de régulariser avant minuit. Merci de votre réactivité.,phishing,fr,fine_toll,True,advanced_curated
sms_00161,Votre colis sera livré aujourd'hui entre 8h et 20h.,ham,fr,legit_delivery,False,advanced_curated
sms_00162,"Profil incomplet, accès suspendu ce soir sans confirmation: hxxps://maj-dossier-sante[.]fr/remboursement/fl7q15whq Urgent.",phishing,fr,account_verification,True,advanced_curated
sms_00163,Péage: Avis de contravention disponible. Consultez votre dossier: hxxps://secure-remboursement[.]com/suivi/b8qsspye9r,phishing,fr,fine_toll,True,advanced_curated
sms_00164,SOSCARTES: Débit en cours sur votre carte. Service opposition: [PHONE]. Merci de régulariser avant minuit.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00165,"Je suis en route, j'arrive dans 14 min.",ham,fr,personal_chat,False,advanced_curated
sms_00166,Votre commande a été expédiée.,ham,fr,legit_delivery,False,advanced_curated
sms_00167,Compte: Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://maj-dossier-sante[.]fr/dossier/y5xhq3,phishing,fr,account_verification,True,advanced_curated
sms_00168,ANTAI: Un passage de péage reste impayé. Réglez maintenant: hxxps://telepaiement-info[.]net/remboursement/9sqwhbef46,phishing,fr,fine_toll,True,advanced_curated
sms_00169,Je t'ai laissé un message vocal. Urgent.,ham,fr,work,False,advanced_curated
sms_00170,Code de connexion: 173325. Ne le partagez jamais.,ham,fr,otp_security,True,advanced_curated
sms_00171,Dernière relance avant blocage temporaire des paiements: hxxps://espace-client-verif[.]net/maj/lcmlw,phishing,fr,benefits_update,True,advanced_curated
sms_00172,Paiement refusé puis nouvelle tentative observée. Contact anti-fraude: [PHONE]. Merci de régulariser avant minuit. Merci de votre réactivité.,phishing,fr,fake_bank_opposition,True,advanced_curated
sms_00173,ELEC: Votre remboursement energie expire aujourd'hui: hxxps://maj-dossier-sante[.]fr/paiement/zaa1eipi Merci de regulariser avant minuit.,phishing,fr,edf_refund,True,advanced_curated
sms_00174,Le client a validé la proposition.,ham,fr,work,False,advanced_curated
sms_00175,"Retrait de 589,99€ confirmé.",ham,fr,bank_legit,True,advanced_curated
sms_00176,Tu peux passer vers 14h ?,ham,fr,personal_chat,False,advanced_curated
sms_00177,"Merci encore pour hier, c'était top 😊",ham,fr,personal_chat,False,advanced_curated
sms_00178,"Paiement carte de 6,8€ effectué chez SNCF.",ham,fr,bank_legit,True,advanced_curated
sms_00179,Un passage de péage reste impayé. Réglez maintenant: hxxps://validation-compte-fr[.]com/remboursement/wv1so2 Urgent.,phishing,fr,fine_toll,True,advanced_curated
sms_00180,La réunion est décalée à 8h00.,ham,fr,work,False,advanced_curated
sms_00181,Péage: Dernier rappel avant majoration automatique: hxxps://service-aides-france[.]com/paiement/k5ezs96,phishing,fr,fine_toll,True,advanced_curated
sms_00182,"Prélèvement SEPA de 49,9€ enregistré.",ham,fr,bank_legit,True,advanced_curated
sms_00183,Tu as bien récupéré les clés ? Merci.,ham,fr,personal_chat,False,advanced_curated
sms_00184,On fait un point rapide demain matin ?,ham,fr,work,False,advanced_curated
sms_00185,"Paiement carte de 12,4€ effectué chez BOULANGER.",ham,fr,bank_legit,True,advanced_curated
sms_00186,Vos droits ont ete recalcules. Verifiez votre dossier: hxxps://validation-compte-fr[.]com/remboursement/7ss737p,phishing,fr,benefits_update,True,advanced_curated
sms_00187,Je t'ai laissé un message vocal. Urgent.,ham,fr,work,False,advanced_curated
sms_00188,Dernière relance avant blocage temporaire des paiements: hxxps://service-aides-france[.]com/maj/1ik8 Urgent.,phishing,fr,benefits_update,True,advanced_curated
sms_00189,"MAMIE VA MIEUX, JE TE TIENS AU COURANT.",ham,fr,family,False,advanced_curated
sms_00190,Dossier Assurance Maladie incomplet. Complétez vos informations: hxxps://espace-client-verif[.]net/paiement/5wqhj2keg Merci de votre réactivité.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00191,LIVRAISON: Colis en attente au point relais. Validation nécessaire: hxxps://maj-dossier-sante[.]fr/dossier/rfiupr Merci de régulariser avant minuit.,phishing,fr,parcel_delivery,True,advanced_curated
sms_00192,On se retrouve à 10h00 devant le cinéma ?,ham,fr,personal_chat,False,advanced_curated
sms_00193,VITALE: Dossier Assurance Maladie incomplet. Complétez vos informations: hxxps://espace-client-verif[.]net/suivi/vu7jcsjpkb Action requise aujourd'hui.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00194,Votre commande a été expédiée.,ham,fr,legit_delivery,False,advanced_curated
sms_00195,"Facture corrigee, remboursement en attente de validation: hxxps://espace-client-verif[.]net/suivi/tvhyg",phishing,fr,edf_refund,True,advanced_curated
sms_00196,"Connexion inhabituelle détectée. Vérifiez votre identité: hxxps://regul-facture-energie[.]com/remboursement/qs57wc8mm Sans réponse, votre dossier sera suspendu. Urgent.",phishing,fr,account_verification,True,advanced_curated
sms_00197,"Merci encore pour hier, c'etait top 😊 Merci de votre réactivité.",ham,fr,personal_chat,False,advanced_curated
sms_00198,Peux-tu m'envoyer le fichier avant 17h ? Merci de votre réactivité.,ham,fr,work,False,advanced_curated
sms_00199,Votre code de vérification est 185879.,ham,fr,otp_security,True,advanced_curated
sms_00200,Connexion inhabituelle detectee. Verifiez votre identite: hxxps://secure-remboursement[.]com/confirm/8oxenq7j Action requise aujourd'hui. Merci de votre reactivite.,phishing,fr,account_verification,True,advanced_curated
sms_00201,SantéFR: Votre carte Vitale arrive à expiration. Mettez à jour votre dossier: hxxps://validation-compte-fr[.]com/secure/ww12tpl Merci de régulariser avant minuit.,phishing,fr,vitale_renewal,True,advanced_curated
sms_00202,TU PEUX VENIR ME CHERCHER À LA GARE ?,ham,fr,family,False,advanced_curated
sms_00203,Tu as bien recupere les cles ?,ham,fr,personal_chat,False,advanced_curated
